gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,948.7632996062983,-2168.791471146908,6.49986487095176,47.2924222222222,-2.17602777777778,0.0
1,611.7861877439656,-1206.05685905303,6.49986487095176,47.2924222222222,-2.17602777777778,0.0
2,170.06715747917977,-346.37886764364833,6.49986487095176,47.2924222222222,-2.17602777777778,0.0
