time_s,node_id,x_m,y_m,z_m,initial_energy_J,remaining_energy_J,consumed_energy_J,sf
3600.000,0,0.0000,0.0000,35.0000,10000.000,9999.584,0.416,7
3600.000,1,24.4920,-51.9321,37.3990,10000.000,9999.652,0.348,7
3600.000,2,48.9841,-103.8642,39.6980,10000.000,9999.768,0.232,7
3600.000,3,73.4761,-155.7962,41.8971,10000.000,9999.238,0.762,7
3600.000,4,97.9681,-207.7283,43.9963,10000.000,9999.238,0.762,7
3600.000,5,122.4601,-259.6604,45.9954,10000.000,9999.238,0.762,7
3600.000,6,146.9522,-311.5925,47.8946,10000.000,9999.606,0.394,7
3600.000,7,171.4442,-363.5246,49.6939,10000.000,9999.515,0.485,7
3600.000,8,195.9362,-415.4566,51.3932,10000.000,9999.397,0.603,7
3600.000,9,220.4282,-467.3887,52.9925,10000.000,9999.238,0.762,7
3600.000,10,245.6358,-518.9486,54.4919,10000.000,9999.562,0.438,7
3600.000,11,274.0942,-568.8177,55.8913,10000.000,9999.238,0.762,7
3600.000,12,302.5525,-618.6867,57.1908,10000.000,9999.606,0.394,7
3600.000,13,331.0109,-668.5558,58.3903,10000.000,9999.420,0.580,7
3600.000,14,359.4693,-718.4248,59.4898,10000.000,9999.675,0.325,7
3600.000,15,387.9276,-768.2939,60.4894,10000.000,9999.675,0.325,7
3600.000,16,416.3860,-818.1629,61.3890,10000.000,9998.994,1.006,8
3600.000,17,444.8443,-868.0320,62.1887,10000.000,9998.700,1.300,8
3600.000,18,473.3027,-917.9010,62.8884,10000.000,9999.768,0.232,7
3600.000,19,501.7611,-967.7700,63.4881,10000.000,9999.677,0.323,7
3600.000,20,530.2194,-1017.6391,63.9879,10000.000,9999.238,0.762,7
3600.000,21,558.6778,-1067.5081,64.3878,10000.000,9999.434,0.566,7
3600.000,22,587.1362,-1117.3772,64.6876,10000.000,9999.238,0.762,7
3600.000,23,609.7704,-1170.0712,64.8875,10000.000,9999.238,0.762,7
3600.000,24,631.3161,-1223.2932,64.9875,10000.000,9999.238,0.762,7
3600.000,25,652.8617,-1276.5153,64.9875,10000.000,9999.285,0.715,7
3600.000,26,674.4073,-1329.7373,64.8875,10000.000,9999.238,0.762,7
3600.000,27,695.9529,-1382.9594,64.6876,10000.000,9999.238,0.762,7
3600.000,28,717.4985,-1436.1814,64.3878,10000.000,9999.420,0.580,7
3600.000,29,739.0441,-1489.4035,63.9879,10000.000,9999.885,0.115,7
3600.000,30,760.5897,-1542.6255,63.4881,10000.000,9999.283,0.717,7
3600.000,31,782.1354,-1595.8476,62.8884,10000.000,9999.238,0.762,7
