Range	40.0dB	-107.0dBm
Fixed unit	1	Unit    1	 47.29242	-002.17603	4.1
Fixed unit	2	Unit    2	 47.29230	-002.17594	3.6
Fixed unit	3	Unit    3	 47.29218	-002.17586	2.7
Fixed unit	4	Unit    4	 47.29205	-002.17577	2.0
Fixed unit	5	Unit    5	 47.29193	-002.17569	1.8
Fixed unit	6	Unit    6	 47.29181	-002.17560	0.9
Fixed unit	7	Unit    7	 47.29168	-002.17551	0.2
Fixed unit	8	Unit    8	 47.29156	-002.17543	0.6
Fixed unit	9	Unit    9	 47.29144	-002.17534	1.0
Fixed unit	10	Unit   10	 47.29131	-002.17526	1.0
Fixed unit	11	Unit   11	 47.29119	-002.17517	1.0
Fixed unit	12	Unit   12	 47.29107	-002.17509	1.0
Fixed unit	13	Unit   13	 47.29094	-002.17500	1.0
Fixed unit	14	Unit   14	 47.29082	-002.17491	1.0
Fixed unit	15	Unit   15	 47.29070	-002.17483	1.0
Fixed unit	16	Unit   16	 47.29058	-002.17474	0.5
Fixed unit	17	Unit   17	 47.29045	-002.17466	0.0
Fixed unit	18	Unit   18	 47.29033	-002.17457	0.0
Fixed unit	19	Unit   19	 47.29021	-002.17449	-0.6
Fixed unit	20	Unit   20	 47.29008	-002.17440	-0.9
Fixed unit	21	Unit   21	 47.28996	-002.17432	0.1
Fixed unit	22	Unit   22	 47.28984	-002.17423	1.0
Fixed unit	23	Unit   23	 47.28971	-002.17414	1.7
Fixed unit	24	Unit   24	 47.28959	-002.17406	2.2
Fixed unit	25	Unit   25	 47.28947	-002.17397	2.6
Fixed unit	26	Unit   26	 47.28934	-002.17389	2.3
Fixed unit	27	Unit   27	 47.28922	-002.17380	2.0
Fixed unit	28	Unit   28	 47.28910	-002.17372	0.8
Fixed unit	29	Unit   29	 47.28897	-002.17363	0.2
Fixed unit	30	Unit   30	 47.28885	-002.17355	-0.2
Fixed unit	31	Unit   31	 47.28873	-002.17346	0.0
Fixed unit	32	Unit   32	 47.28860	-002.17337	-0.2
Fixed unit	33	Unit   33	 47.28848	-002.17329	-0.6
Fixed unit	34	Unit   34	 47.28836	-002.17320	-0.8
Fixed unit	35	Unit   35	 47.28823	-002.17312	-0.5
Fixed unit	36	Unit   36	 47.28811	-002.17303	-0.9
Fixed unit	37	Unit   37	 47.28799	-002.17295	-1.0
Fixed unit	38	Unit   38	 47.28787	-002.17286	-0.8
Fixed unit	39	Unit   39	 47.28772	-002.17275	0.0
Fixed unit	40	Unit   40	 47.28757	-002.17262	0.0
Fixed unit	41	Unit   41	 47.28743	-002.17250	0.0
Fixed unit	42	Unit   42	 47.28728	-002.17237	0.0
Fixed unit	43	Unit   43	 47.28713	-002.17225	0.0
Fixed unit	44	Unit   44	 47.28698	-002.17212	0.0
Fixed unit	45	Unit   45	 47.28683	-002.17200	0.0
Fixed unit	46	Unit   46	 47.28669	-002.17187	0.0
Fixed unit	47	Unit   47	 47.28654	-002.17175	0.0
Fixed unit	48	Unit   48	 47.28639	-002.17162	0.0
Fixed unit	49	Unit   49	 47.28624	-002.17150	0.0
Fixed unit	50	Unit   50	 47.28609	-002.17137	0.0
Fixed unit	51	Unit   51	 47.28594	-002.17125	0.0
Fixed unit	52	Unit   52	 47.28579	-002.17112	0.0
Fixed unit	53	Unit   53	 47.28564	-002.17100	0.0
Fixed unit	54	Unit   54	 47.28550	-002.17087	0.0
Fixed unit	55	Unit   55	 47.28535	-002.17075	0.0
Fixed unit	56	Unit   56	 47.28520	-002.17062	0.0
Fixed unit	57	Unit   57	 47.28505	-002.17050	0.0
Fixed unit	58	Unit   58	 47.28490	-002.17037	0.0
Fixed unit	59	Unit   59	 47.28475	-002.17025	0.0
Fixed unit	60	Unit   60	 47.28461	-002.17012	0.0
Fixed unit	61	Unit   61	 47.28446	-002.17000	0.0
Fixed unit	62	Unit   62	 47.28431	-002.16987	0.0
Fixed unit	63	Unit   63	 47.28416	-002.16975	0.0
Fixed unit	64	Unit   64	 47.28401	-002.16962	0.0
Fixed unit	65	Unit   65	 47.28386	-002.16950	0.0
Fixed unit	66	Unit   66	 47.28371	-002.16937	0.0
Fixed unit	67	Unit   67	 47.28357	-002.16925	0.0
Fixed unit	68	Unit   68	 47.28342	-002.16912	0.0
Fixed unit	69	Unit   69	 47.28327	-002.16900	0.0
Fixed unit	70	Unit   70	 47.28312	-002.16887	0.0
Fixed unit	71	Unit   71	 47.28297	-002.16875	0.0
Fixed unit	72	Unit   72	 47.28282	-002.16862	0.0
Fixed unit	73	Unit   73	 47.28267	-002.16850	0.0
Fixed unit	74	Unit   74	 47.28252	-002.16837	0.0
Mobile unit	75	Unit   75	 47.28238	-002.16825	0.0
Fixed unit	76	Unit   76	 47.28221	-002.16813	0.0
Fixed unit	77	Unit   77	 47.28203	-002.16802	0.0
Fixed unit	78	Unit   78	 47.28185	-002.16791	0.0
Fixed unit	79	Unit   79	 47.28167	-002.16781	0.0
Fixed unit	80	Unit   80	 47.28149	-002.16770	0.0
Fixed unit	81	Unit   81	 47.28131	-002.16759	0.0
Fixed unit	82	Unit   82	 47.28113	-002.16748	0.0
Fixed unit	83	Unit   83	 47.28095	-002.16738	0.0
Fixed unit	84	Unit   84	 47.28077	-002.16727	0.0
Fixed unit	85	Unit   85	 47.28059	-002.16716	0.0
Fixed unit	86	Unit   86	 47.28041	-002.16705	0.0
Fixed unit	87	Unit   87	 47.28023	-002.16694	0.0
Fixed unit	88	Unit   88	 47.28004	-002.16684	0.0
Fixed unit	89	Unit   89	 47.27987	-002.16673	0.0
Fixed unit	90	Unit   90	 47.27969	-002.16662	0.0
Fixed unit	91	Unit   91	 47.27950	-002.16651	0.0
Fixed unit	92	Unit   92	 47.27932	-002.16641	0.0
Fixed unit	93	Unit   93	 47.27914	-002.16630	0.0
Fixed unit	94	Unit   94	 47.27896	-002.16619	0.0
Fixed unit	95	Unit   95	 47.27878	-002.16608	0.0
Fixed unit	96	Unit   96	 47.27860	-002.16597	0.0
Fixed unit	97	Unit   97	 47.27842	-002.16587	0.0
Fixed unit	98	Unit   98	 47.27824	-002.16576	0.0
Fixed unit	99	Unit   99	 47.27806	-002.16565	0.0
Fixed unit	100	Unit  100	 47.27788	-002.16554	0.0
Fixed unit	101	Unit  101	 47.27770	-002.16544	0.0
Fixed unit	102	Unit  102	 47.27752	-002.16533	0.0
Fixed unit	103	Unit  103	 47.27734	-002.16522	0.0
Fixed unit	104	Unit  104	 47.27716	-002.16511	0.0
Fixed unit	105	Unit  105	 47.27698	-002.16500	0.0
Fixed unit	106	Unit  106	 47.27680	-002.16490	0.0
Fixed unit	107	Unit  107	 47.27662	-002.16479	0.0
Fixed unit	108	Unit  108	 47.27644	-002.16468	0.0
Fixed unit	109	Unit  109	 47.27626	-002.16457	0.0
Fixed unit	110	Unit  110	 47.27607	-002.16447	0.0
Fixed unit	111	Unit  111	 47.27589	-002.16436	0.0
Fixed unit	112	Unit  112	 47.27571	-002.16425	0.0
Fixed unit	113	Unit  113	 47.27554	-002.16416	0.0
Fixed unit	114	Unit  114	 47.27536	-002.16410	0.0
Fixed unit	115	Unit  115	 47.27519	-002.16405	0.0
Fixed unit	116	Unit  116	 47.27501	-002.16399	0.0
Fixed unit	117	Unit  117	 47.27484	-002.16394	0.0
Fixed unit	118	Unit  118	 47.27467	-002.16388	0.0
Fixed unit	119	Unit  119	 47.27449	-002.16383	0.0
Fixed unit	120	Unit  120	 47.27432	-002.16377	0.0
Fixed unit	121	Unit  121	 47.27415	-002.16372	0.0
Fixed unit	122	Unit  122	 47.27398	-002.16366	0.0
Fixed unit	123	Unit  123	 47.27380	-002.16361	0.0
Fixed unit	124	Unit  124	 47.27363	-002.16355	0.0
Fixed unit	125	Unit  125	 47.27345	-002.16350	0.0
Fixed unit	126	Unit  126	 47.27328	-002.16344	0.0
Fixed unit	127	Unit  127	 47.27311	-002.16339	0.0
Fixed unit	128	Unit  128	 47.27293	-002.16333	0.0
Fixed unit	129	Unit  129	 47.27276	-002.16328	0.0
Fixed unit	130	Unit  130	 47.27259	-002.16322	0.0
Fixed unit	131	Unit  131	 47.27242	-002.16317	0.0
Fixed unit	132	Unit  132	 47.27224	-002.16311	0.0
Fixed unit	133	Unit  133	 47.27207	-002.16306	0.0
Fixed unit	134	Unit  134	 47.27189	-002.16300	0.0
Fixed unit	135	Unit  135	 47.27172	-002.16295	0.0
Fixed unit	136	Unit  136	 47.27155	-002.16289	0.0
Fixed unit	137	Unit  137	 47.27137	-002.16284	0.0
Fixed unit	138	Unit  138	 47.27120	-002.16278	0.0
