gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,463.4735309888214,-905.7974476192702,6.49992424433726,47.2924222222222,-2.17602777777778,0.0
1,773.095319567208,-1590.6946516025046,6.49992424433726,47.2924222222222,-2.17602777777778,0.0
2,131.42853302750632,-272.2971563157926,6.49992424433726,47.2924222222222,-2.17602777777778,0.0
3,980.7658731453778,-2279.3325039809984,6.49992424433726,47.2924222222222,-2.17602777777778,0.0
