node_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,0.0,0.0,2.0,47.2924222222222,-2.17602777777778,0.0
1,6.456427504495696,-13.689994323422216,2.07999639655871,47.2924222222222,-2.17602777777778,0.0
2,12.912855008241788,-27.37998864684443,2.1589117607315,47.2924222222222,-2.17602777777778,0.0
3,19.3692825127075,-41.06998297026665,2.23674609251836,47.2924222222222,-2.17602777777778,0.0
4,25.825710017203196,-54.75997729368886,2.31349939191928,47.2924222222222,-2.17602777777778,0.0
5,32.28213752094929,-68.44997161711109,2.38917165893428,47.2924222222222,-2.17602777777778,0.0
6,38.738565025415,-82.13996594124062,2.46376289356335,47.2924222222222,-2.17602777777778,0.0
7,45.1949925299107,-95.82996026395551,2.5372730958065,47.2924222222222,-2.17602777777778,0.0
8,51.651420033656784,-109.51995458808506,2.60970226566371,47.2924222222222,-2.17602777777778,0.0
9,58.107847538152484,-123.20994892211712,2.68105040313499,47.2924222222222,-2.17602777777778,0.0
10,64.56427504264818,-136.89994324624666,2.75131750822035,47.2924222222222,-2.17602777777778,0.0
11,71.02070254636428,-150.58993756896155,2.82050358091978,47.2924222222222,-2.17602777777778,0.0
12,77.47713005088997,-164.2799318930911,2.88860862123328,47.2924222222222,-2.17602777777778,0.0
13,83.93355755538566,-177.969926215806,2.95563262916085,47.2924222222222,-2.17602777777778,0.0
14,90.38998505913176,-191.6599205399355,3.02157560470249,47.2924222222222,-2.17602777777778,0.0
15,96.84641256359747,-205.34991486265042,3.0864375478582,47.2924222222222,-2.17602777777778,0.0
16,103.30284006734355,-219.03990918677997,3.15021845862799,47.2924222222222,-2.17602777777778,0.0
17,109.75926757183926,-232.72990351020218,3.21291833701185,47.2924222222222,-2.17602777777778,0.0
18,116.21569507633494,-246.4198978336244,3.27453718300977,47.2924222222222,-2.17602777777778,0.0
19,122.67212258008104,-260.1098921570466,3.33507499662177,47.2924222222222,-2.17602777777778,0.0
20,129.12855008454676,-273.79988648046884,3.39453177784785,47.2924222222222,-2.17602777777778,0.0
21,135.58497758904247,-287.4898808152082,3.45290752668799,47.2924222222222,-2.17602777777778,0.0
22,142.04140509278852,-301.17987513863045,3.5102022431422,47.2924222222222,-2.17602777777778,0.0
