gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,954.090937555054,-2177.112540410041,6.49986487095176,47.2924222222222,-2.17602777777778,0.0
1,607.3621459056905,-1197.984598216279,6.49986487095176,47.2924222222222,-2.17602777777778,0.0
2,166.06703407585073,-334.5684359680654,6.49986487095176,47.2924222222222,-2.17602777777778,0.0
