gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,-641.9688577140671,-1363.5161973963422,67.5,45.9324,6.735993,0.0
1,-206.8257991351917,-422.80154345925405,67.5,45.9324,6.735993,0.0
