gateway_id,longitude,latitude,height
0,-2.171186825401691,47.28587833526644,66.4875052061641
1,-2.164656319098541,47.2762038718721,66.4875052061641
2,-2.1627519514058697,47.271069209106834,66.4875052061641
3,-2.1747635982791755,47.29061778861586,66.4875052061641
4,-2.167545672616797,47.28117450929095,66.4875052061641
