gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,-640.2012417371742,-1388.9411998670191,67.5,45.9324,6.735993,0.0
1,-197.0013729692976,-417.4042876263622,67.5,45.9324,6.735993,0.0
