=== Starting LoRaWAN simulation with ENU coordinates ===
✓ Channel setup complete
Placed end device 0 at ENU: x=0.0000, y=0.0000, z=20.0000
Placed end device 58 at ENU: x=-495.9609, y=-1116.3971, z=61.0000
Placed end device 59 at ENU: x=-506.7881, y=-1136.4122, z=60.0000
Placed end device 60 at ENU: x=-517.6152, y=-1156.4272, z=59.0000
Placed end device 61 at ENU: x=-528.4424, y=-1176.4423, z=58.0000
Placed end device 62 at ENU: x=-539.2695, y=-1196.4574, z=57.0000
Placed end device 63 at ENU: x=-550.0967, y=-1216.4725, z=56.0000
Placed end device 64 at ENU: x=-560.9238, y=-1236.4876, z=55.0000
Placed end device 65 at ENU: x=-571.7510, y=-1256.5027, z=54.0000
Placed end device 66 at ENU: x=-582.5782, y=-1276.5178, z=52.0000
Placed end device 67 at ENU: x=-593.4053, y=-1296.5328, z=51.0000
Placed end device 68 at ENU: x=-604.2325, y=-1316.5479, z=50.0000
Placed end device 69 at ENU: x=-615.0596, y=-1336.5630, z=48.0000
Placed end device 70 at ENU: x=-625.8868, y=-1356.5781, z=47.0000
Placed end device 71 at ENU: x=-635.1672, y=-1373.2573, z=45.0000
Placed end device 72 at ENU: x=-644.4476, y=-1389.9366, z=44.0000
Placed end device 73 at ENU: x=-653.7280, y=-1406.6158, z=42.0000
Placed end device 74 at ENU: x=-663.0084, y=-1423.2951, z=40.0000
Placed end device 75 at ENU: x=-672.2888, y=-1439.9743, z=38.0000
Placed end device 76 at ENU: x=-681.5693, y=-1454.4296, z=36.0000
Placed end device 77 at ENU: x=-690.8497, y=-1467.7730, z=34.0000
Placed end device 78 at ENU: x=-698.5834, y=-1478.8925, z=32.0000
Placed end device 79 at ENU: x=-706.3170, y=-1490.0120, z=30.0000
Placed end device 80 at ENU: x=-712.5040, y=-1498.9076, z=29.0000
Placed end device 81 at ENU: x=-718.6909, y=-1506.6913, z=28.0000
Placed end device 82 at ENU: x=-724.8779, y=-1514.4749, z=27.0000
Placed end device 83 at ENU: x=-729.5181, y=-1520.0346, z=26.0000
Placed end device 84 at ENU: x=-732.6116, y=-1524.4824, z=25.0000
Placed end device 85 at ENU: x=-735.7050, y=-1527.8183, z=24.0000
Placed end device 86 at ENU: x=-738.0251, y=-1530.0422, z=23.0000
Placed end device 87 at ENU: x=-740.3452, y=-1532.2661, z=22.0000
Placed end device 88 at ENU: x=-742.6653, y=-1533.3780, z=22.0000
Placed end device 89 at ENU: x=-744.9854, y=-1534.4900, z=21.0000
Placed end device 90 at ENU: x=-747.3055, y=-1535.6019, z=21.0000
Placed end device 91 at ENU: x=-749.6256, y=-1536.7139, z=21.0000
Placed end device 92 at ENU: x=-751.1724, y=-1537.2699, z=20.0000
Placed end device 93 at ENU: x=-752.7191, y=-1537.8258, z=20.0000
Placed end device 94 at ENU: x=-754.2659, y=-1538.3818, z=20.0000
Placed end device 95 at ENU: x=-755.8126, y=-1538.9378, z=20.0000
Placed end device 96 at ENU: x=-756.5860, y=-1534.4900, z=20.0000
Placed end device 97 at ENU: x=-756.9726, y=-1525.5944, z=20.0000
Placed end device 98 at ENU: x=-756.9726, y=-1518.9227, z=20.0000
Placed end device 99 at ENU: x=-756.9726, y=-1512.2510, z=20.0000
Placed gateway 0 at -365.2:-865.1:67.5
Placed gateway 1 at -694.5:-1454:67.5
Placed gateway 2 at -161.5:-259.4:67.5
Placed network server at -151.1:-210.1:67.5
Mobility installed - positions assigned!
Computing CORRECT distances to gateway...
Node 0 ENU(0.00,0.00,20.00) → GW0 distance: 940.2m
Node 1 ENU(-18.02,-18.90,21.00) → GW0 distance: 915.8m
Node 2 ENU(-35.81,-37.81,22.00) → GW0 distance: 891.6m
Node 3 ENU(-53.59,-56.71,23.00) → GW0 distance: 867.5m
Node 4 ENU(-71.38,-75.61,24.00) → GW0 distance: 843.5m
Node 5 ENU(-89.17,-94.52,25.00) → GW0 distance: 819.7m
Node 6 ENU(-106.96,-113.42,27.00) → GW0 distance: 795.9m
Node 7 ENU(-124.74,-132.32,28.00) → GW0 distance: 772.3m
Node 8 ENU(-142.53,-151.23,29.00) → GW0 distance: 748.8m
Node 9 ENU(-160.32,-170.13,31.00) → GW0 distance: 725.5m
Node 10 ENU(-178.11,-189.03,33.00) → GW0 distance: 702.3m
Node 11 ENU(-194.35,-207.93,35.00) → GW0 distance: 679.8m
Node 12 ENU(-208.27,-226.84,36.00) → GW0 distance: 658.0m
Node 13 ENU(-219.87,-245.74,38.00) → GW0 distance: 636.9m
Node 14 ENU(-227.60,-264.64,40.00) → GW0 distance: 616.7m
Node 15 ENU(-229.92,-283.55,42.00) → GW0 distance: 597.6m
Node 16 ENU(-227.60,-302.45,44.00) → GW0 distance: 579.7m
Node 17 ENU(-222.19,-321.35,46.00) → GW0 distance: 562.7m
Node 18 ENU(-216.00,-340.26,48.00) → GW0 distance: 546.0m
Node 19 ENU(-209.81,-359.16,50.00) → GW0 distance: 529.6m
Node 20 ENU(-204.40,-378.06,52.00) → GW0 distance: 513.2m
Node 21 ENU(-200.53,-396.97,53.00) → GW0 distance: 496.5m
Node 22 ENU(-198.21,-415.87,55.00) → GW0 distance: 479.4m
Node 23 ENU(-196.67,-434.77,56.00) → GW0 distance: 462.3m
Node 24 ENU(-195.12,-453.68,58.00) → GW0 distance: 445.3m
Node 25 ENU(-194.35,-472.58,59.00) → GW0 distance: 428.2m
Node 26 ENU(-193.57,-491.48,60.00) → GW0 distance: 411.2m
Node 27 ENU(-192.80,-510.38,61.00) → GW0 distance: 394.5m
Node 28 ENU(-195.89,-529.29,62.00) → GW0 distance: 376.1m
Node 29 ENU(-200.53,-548.19,63.00) → GW0 distance: 357.2m
Node 30 ENU(-208.27,-567.09,64.00) → GW0 distance: 336.8m
Node 31 ENU(-216.00,-586.00,64.00) → GW0 distance: 316.5m
Node 32 ENU(-223.74,-604.90,65.00) → GW0 distance: 296.2m
Node 33 ENU(-231.47,-623.80,65.00) → GW0 distance: 275.9m
Node 34 ENU(-243.07,-642.71,65.00) → GW0 distance: 253.7m
Node 35 ENU(-254.67,-661.61,65.00) → GW0 distance: 231.6m
Node 36 ENU(-266.27,-680.51,66.00) → GW0 distance: 209.4m
Node 37 ENU(-277.87,-699.42,66.00) → GW0 distance: 187.3m
Node 38 ENU(-289.47,-718.32,66.00) → GW0 distance: 165.2m
Node 39 ENU(-301.07,-737.22,66.00) → GW0 distance: 143.1m
Node 40 ENU(-310.35,-756.13,66.00) → GW0 distance: 122.0m
Node 41 ENU(-319.63,-776.14,66.00) → GW0 distance: 100.0m
Node 42 ENU(-328.91,-796.16,66.00) → GW0 distance: 77.9m
Node 43 ENU(-338.19,-816.17,66.00) → GW0 distance: 55.9m
Node 44 ENU(-347.47,-836.19,66.00) → GW0 distance: 34.0m
Node 45 ENU(-356.75,-856.20,66.00) → GW0 distance: 12.4m
Node 46 ENU(-366.04,-876.22,66.00) → GW0 distance: 11.2m
Node 47 ENU(-376.86,-896.23,66.00) → GW0 distance: 33.3m
Node 48 ENU(-387.69,-916.25,66.00) → GW0 distance: 55.9m
Node 49 ENU(-398.52,-936.26,65.00) → GW0 distance: 78.6m
Node 50 ENU(-409.34,-956.28,65.00) → GW0 distance: 101.3m
Node 51 ENU(-420.17,-976.29,65.00) → GW0 distance: 124.0m
Node 52 ENU(-431.00,-996.31,64.00) → GW0 distance: 146.8m
Node 53 ENU(-441.83,-1016.32,64.00) → GW0 distance: 169.5m
Node 54 ENU(-452.65,-1036.34,63.00) → GW0 distance: 192.3m
Node 55 ENU(-463.48,-1056.35,63.00) → GW0 distance: 215.1m
Node 56 ENU(-474.31,-1076.37,62.00) → GW0 distance: 237.8m
Node 57 ENU(-485.13,-1096.38,62.00) → GW0 distance: 260.6m
Node 58 ENU(-495.96,-1116.40,61.00) → GW0 distance: 283.3m
Node 59 ENU(-506.79,-1136.41,60.00) → GW0 distance: 306.1m
Node 60 ENU(-517.62,-1156.43,59.00) → GW0 distance: 328.9m
Node 61 ENU(-528.44,-1176.44,58.00) → GW0 distance: 351.7m
Node 62 ENU(-539.27,-1196.46,57.00) → GW0 distance: 374.4m
Node 63 ENU(-550.10,-1216.47,56.00) → GW0 distance: 397.2m
Node 64 ENU(-560.92,-1236.49,55.00) → GW0 distance: 420.0m
Node 65 ENU(-571.75,-1256.50,54.00) → GW0 distance: 442.7m
Node 66 ENU(-582.58,-1276.52,52.00) → GW0 distance: 465.6m
Node 67 ENU(-593.41,-1296.53,51.00) → GW0 distance: 488.3m
Node 68 ENU(-604.23,-1316.55,50.00) → GW0 distance: 511.1m
Node 69 ENU(-615.06,-1336.56,48.00) → GW0 distance: 533.9m
Node 70 ENU(-625.89,-1356.58,47.00) → GW0 distance: 556.7m
Node 71 ENU(-635.17,-1373.26,45.00) → GW0 distance: 575.8m
Node 72 ENU(-644.45,-1389.94,44.00) → GW0 distance: 595.0m
Node 73 ENU(-653.73,-1406.62,42.00) → GW0 distance: 614.1m
Node 74 ENU(-663.01,-1423.30,40.00) → GW0 distance: 633.3m
Node 75 ENU(-672.29,-1439.97,38.00) → GW0 distance: 652.4m
Node 76 ENU(-681.57,-1454.43,36.00) → GW0 distance: 669.6m
Node 77 ENU(-690.85,-1467.77,34.00) → GW0 distance: 685.8m
Node 78 ENU(-698.58,-1478.89,32.00) → GW0 distance: 699.4m
Node 79 ENU(-706.32,-1490.01,30.00) → GW0 distance: 712.9m
Node 80 ENU(-712.50,-1498.91,29.00) → GW0 distance: 723.7m
Node 81 ENU(-718.69,-1506.69,28.00) → GW0 distance: 733.6m
Node 82 ENU(-724.88,-1514.47,27.00) → GW0 distance: 743.4m
Node 83 ENU(-729.52,-1520.03,26.00) → GW0 distance: 750.6m
Node 84 ENU(-732.61,-1524.48,25.00) → GW0 distance: 756.0m
Node 85 ENU(-735.71,-1527.82,24.00) → GW0 distance: 760.5m
Node 86 ENU(-738.03,-1530.04,23.00) → GW0 distance: 763.6m
Node 87 ENU(-740.35,-1532.27,22.00) → GW0 distance: 766.7m
Node 88 ENU(-742.67,-1533.38,22.00) → GW0 distance: 768.8m
Node 89 ENU(-744.99,-1534.49,21.00) → GW0 distance: 771.0m
Node 90 ENU(-747.31,-1535.60,21.00) → GW0 distance: 773.1m
Node 91 ENU(-749.63,-1536.71,21.00) → GW0 distance: 775.2m
Node 92 ENU(-751.17,-1537.27,20.00) → GW0 distance: 776.5m
Node 93 ENU(-752.72,-1537.83,20.00) → GW0 distance: 777.8m
Node 94 ENU(-754.27,-1538.38,20.00) → GW0 distance: 779.0m
Node 95 ENU(-755.81,-1538.94,20.00) → GW0 distance: 780.3m
Node 96 ENU(-756.59,-1534.49,20.00) → GW0 distance: 776.9m
Node 97 ENU(-756.97,-1525.59,20.00) → GW0 distance: 769.4m
Node 98 ENU(-756.97,-1518.92,20.00) → GW0 distance: 763.7m
Node 99 ENU(-756.97,-1512.25,20.00) → GW0 distance: 758.0m
Node 0 ENU(0.00,0.00,20.00) → GW1 distance: 1612.0m
Node 1 ENU(-18.02,-18.90,21.00) → GW1 distance: 1587.1m
Node 2 ENU(-35.81,-37.81,22.00) → GW1 distance: 1562.5m
Node 3 ENU(-53.59,-56.71,23.00) → GW1 distance: 1537.8m
Node 4 ENU(-71.38,-75.61,24.00) → GW1 distance: 1513.2m
Node 5 ENU(-89.17,-94.52,25.00) → GW1 distance: 1488.7m
Node 6 ENU(-106.96,-113.42,27.00) → GW1 distance: 1464.2m
Node 7 ENU(-124.74,-132.32,28.00) → GW1 distance: 1439.7m
Node 8 ENU(-142.53,-151.23,29.00) → GW1 distance: 1415.3m
Node 9 ENU(-160.32,-170.13,31.00) → GW1 distance: 1391.0m
Node 10 ENU(-178.11,-189.03,33.00) → GW1 distance: 1366.7m
Node 11 ENU(-194.35,-207.93,35.00) → GW1 distance: 1343.0m
Node 12 ENU(-208.27,-226.84,36.00) → GW1 distance: 1320.3m
Node 13 ENU(-219.87,-245.74,38.00) → GW1 distance: 1298.4m
Node 14 ENU(-227.60,-264.64,40.00) → GW1 distance: 1277.9m
Node 15 ENU(-229.92,-283.55,42.00) → GW1 distance: 1259.5m
Node 16 ENU(-227.60,-302.45,44.00) → GW1 distance: 1242.7m
Node 17 ENU(-222.19,-321.35,46.00) → GW1 distance: 1227.3m
Node 18 ENU(-216.00,-340.26,48.00) → GW1 distance: 1212.3m
Node 19 ENU(-209.81,-359.16,50.00) → GW1 distance: 1197.4m
Node 20 ENU(-204.40,-378.06,52.00) → GW1 distance: 1182.3m
Node 21 ENU(-200.53,-396.97,53.00) → GW1 distance: 1166.8m
Node 22 ENU(-198.21,-415.87,55.00) → GW1 distance: 1150.6m
Node 23 ENU(-196.67,-434.77,56.00) → GW1 distance: 1134.3m
Node 24 ENU(-195.12,-453.68,58.00) → GW1 distance: 1118.0m
Node 25 ENU(-194.35,-472.58,59.00) → GW1 distance: 1101.5m
Node 26 ENU(-193.57,-491.48,60.00) → GW1 distance: 1085.0m
Node 27 ENU(-192.80,-510.38,61.00) → GW1 distance: 1068.6m
Node 28 ENU(-195.89,-529.29,62.00) → GW1 distance: 1050.5m
Node 29 ENU(-200.53,-548.19,63.00) → GW1 distance: 1031.7m
Node 30 ENU(-208.27,-567.09,64.00) → GW1 distance: 1011.4m
Node 31 ENU(-216.00,-586.00,64.00) → GW1 distance: 991.1m
Node 32 ENU(-223.74,-604.90,65.00) → GW1 distance: 970.8m
Node 33 ENU(-231.47,-623.80,65.00) → GW1 distance: 950.5m
Node 34 ENU(-243.07,-642.71,65.00) → GW1 distance: 928.4m
Node 35 ENU(-254.67,-661.61,65.00) → GW1 distance: 906.2m
Node 36 ENU(-266.27,-680.51,66.00) → GW1 distance: 884.0m
Node 37 ENU(-277.87,-699.42,66.00) → GW1 distance: 861.9m
Node 38 ENU(-289.47,-718.32,66.00) → GW1 distance: 839.7m
Node 39 ENU(-301.07,-737.22,66.00) → GW1 distance: 817.6m
Node 40 ENU(-310.35,-756.13,66.00) → GW1 distance: 796.5m
Node 41 ENU(-319.63,-776.14,66.00) → GW1 distance: 774.5m
Node 42 ENU(-328.91,-796.16,66.00) → GW1 distance: 752.5m
Node 43 ENU(-338.19,-816.17,66.00) → GW1 distance: 730.5m
Node 44 ENU(-347.47,-836.19,66.00) → GW1 distance: 708.5m
Node 45 ENU(-356.75,-856.20,66.00) → GW1 distance: 686.5m
Node 46 ENU(-366.04,-876.22,66.00) → GW1 distance: 664.5m
Node 47 ENU(-376.86,-896.23,66.00) → GW1 distance: 641.8m
Node 48 ENU(-387.69,-916.25,66.00) → GW1 distance: 619.0m
Node 49 ENU(-398.52,-936.26,65.00) → GW1 distance: 596.3m
Node 50 ENU(-409.34,-956.28,65.00) → GW1 distance: 573.5m
Node 51 ENU(-420.17,-976.29,65.00) → GW1 distance: 550.8m
Node 52 ENU(-431.00,-996.31,64.00) → GW1 distance: 528.1m
Node 53 ENU(-441.83,-1016.32,64.00) → GW1 distance: 505.3m
Node 54 ENU(-452.65,-1036.34,63.00) → GW1 distance: 482.6m
Node 55 ENU(-463.48,-1056.35,63.00) → GW1 distance: 459.8m
Node 56 ENU(-474.31,-1076.37,62.00) → GW1 distance: 437.1m
Node 57 ENU(-485.13,-1096.38,62.00) → GW1 distance: 414.4m
Node 58 ENU(-495.96,-1116.40,61.00) → GW1 distance: 391.6m
Node 59 ENU(-506.79,-1136.41,60.00) → GW1 distance: 368.9m
Node 60 ENU(-517.62,-1156.43,59.00) → GW1 distance: 346.2m
Node 61 ENU(-528.44,-1176.44,58.00) → GW1 distance: 323.5m
Node 62 ENU(-539.27,-1196.46,57.00) → GW1 distance: 300.8m
Node 63 ENU(-550.10,-1216.47,56.00) → GW1 distance: 278.1m
Node 64 ENU(-560.92,-1236.49,55.00) → GW1 distance: 255.5m
Node 65 ENU(-571.75,-1256.50,54.00) → GW1 distance: 232.8m
Node 66 ENU(-582.58,-1276.52,52.00) → GW1 distance: 210.3m
Node 67 ENU(-593.41,-1296.53,51.00) → GW1 distance: 187.8m
Node 68 ENU(-604.23,-1316.55,50.00) → GW1 distance: 165.3m
Node 69 ENU(-615.06,-1336.56,48.00) → GW1 distance: 143.0m
Node 70 ENU(-625.89,-1356.58,47.00) → GW1 distance: 120.8m
Node 71 ENU(-635.17,-1373.26,45.00) → GW1 distance: 102.6m
Node 72 ENU(-644.45,-1389.94,44.00) → GW1 distance: 84.5m
Node 73 ENU(-653.73,-1406.62,42.00) → GW1 distance: 67.4m
Node 74 ENU(-663.01,-1423.30,40.00) → GW1 distance: 51.8m
Node 75 ENU(-672.29,-1439.97,38.00) → GW1 distance: 39.4m
Node 76 ENU(-681.57,-1454.43,36.00) → GW1 distance: 34.0m
Node 77 ENU(-690.85,-1467.77,34.00) → GW1 distance: 36.4m
Node 78 ENU(-698.58,-1478.89,32.00) → GW1 distance: 43.6m
Node 79 ENU(-706.32,-1490.01,30.00) → GW1 distance: 53.4m
Node 80 ENU(-712.50,-1498.91,29.00) → GW1 distance: 61.9m
Node 81 ENU(-718.69,-1506.69,28.00) → GW1 distance: 70.2m
Node 82 ENU(-724.88,-1514.47,27.00) → GW1 distance: 78.9m
Node 83 ENU(-729.52,-1520.03,26.00) → GW1 distance: 85.6m
Node 84 ENU(-732.61,-1524.48,25.00) → GW1 distance: 90.8m
Node 85 ENU(-735.71,-1527.82,24.00) → GW1 distance: 95.1m
Node 86 ENU(-738.03,-1530.04,23.00) → GW1 distance: 98.3m
Node 87 ENU(-740.35,-1532.27,22.00) → GW1 distance: 101.6m
Node 88 ENU(-742.67,-1533.38,22.00) → GW1 distance: 103.5m
Node 89 ENU(-744.99,-1534.49,21.00) → GW1 distance: 105.9m
Node 90 ENU(-747.31,-1535.60,21.00) → GW1 distance: 107.8m
Node 91 ENU(-749.63,-1536.71,21.00) → GW1 distance: 109.8m
Node 92 ENU(-751.17,-1537.27,20.00) → GW1 distance: 111.4m
Node 93 ENU(-752.72,-1537.83,20.00) → GW1 distance: 112.6m
Node 94 ENU(-754.27,-1538.38,20.00) → GW1 distance: 113.9m
Node 95 ENU(-755.81,-1538.94,20.00) → GW1 distance: 115.1m
Node 96 ENU(-756.59,-1534.49,20.00) → GW1 distance: 112.3m
Node 97 ENU(-756.97,-1525.59,20.00) → GW1 distance: 106.3m
Node 98 ENU(-756.97,-1518.92,20.00) → GW1 distance: 101.9m
Node 99 ENU(-756.97,-1512.25,20.00) → GW1 distance: 97.8m
Node 0 ENU(0.00,0.00,20.00) → GW2 distance: 309.3m
Node 1 ENU(-18.02,-18.90,21.00) → GW2 distance: 283.9m
Node 2 ENU(-35.81,-37.81,22.00) → GW2 distance: 258.8m
Node 3 ENU(-53.59,-56.71,23.00) → GW2 distance: 233.9m
Node 4 ENU(-71.38,-75.61,24.00) → GW2 distance: 209.3m
Node 5 ENU(-89.17,-94.52,25.00) → GW2 distance: 185.0m
Node 6 ENU(-106.96,-113.42,27.00) → GW2 distance: 161.0m
Node 7 ENU(-124.74,-132.32,28.00) → GW2 distance: 138.1m
Node 8 ENU(-142.53,-151.23,29.00) → GW2 distance: 116.4m
Node 9 ENU(-160.32,-170.13,31.00) → GW2 distance: 96.5m
Node 10 ENU(-178.11,-189.03,33.00) → GW2 distance: 80.1m
Node 11 ENU(-194.35,-207.93,35.00) → GW2 distance: 69.2m
Node 12 ENU(-208.27,-226.84,36.00) → GW2 distance: 65.1m
Node 13 ENU(-219.87,-245.74,38.00) → GW2 distance: 66.8m
Node 14 ENU(-227.60,-264.64,40.00) → GW2 distance: 71.8m
Node 15 ENU(-229.92,-283.55,42.00) → GW2 distance: 76.9m
Node 16 ENU(-227.60,-302.45,44.00) → GW2 distance: 82.3m
Node 17 ENU(-222.19,-321.35,46.00) → GW2 distance: 89.3m
Node 18 ENU(-216.00,-340.26,48.00) → GW2 distance: 99.4m
Node 19 ENU(-209.81,-359.16,50.00) → GW2 distance: 112.2m
Node 20 ENU(-204.40,-378.06,52.00) → GW2 distance: 127.1m
Node 21 ENU(-200.53,-396.97,53.00) → GW2 distance: 143.7m
Node 22 ENU(-198.21,-415.87,55.00) → GW2 distance: 161.2m
Node 23 ENU(-196.67,-434.77,56.00) → GW2 distance: 179.2m
Node 24 ENU(-195.12,-453.68,58.00) → GW2 distance: 197.4m
Node 25 ENU(-194.35,-472.58,59.00) → GW2 distance: 215.8m
Node 26 ENU(-193.57,-491.48,60.00) → GW2 distance: 234.4m
Node 27 ENU(-192.80,-510.38,61.00) → GW2 distance: 253.0m
Node 28 ENU(-195.89,-529.29,62.00) → GW2 distance: 272.1m
Node 29 ENU(-200.53,-548.19,63.00) → GW2 distance: 291.4m
Node 30 ENU(-208.27,-567.09,64.00) → GW2 distance: 311.2m
Node 31 ENU(-216.00,-586.00,64.00) → GW2 distance: 331.1m
Node 32 ENU(-223.74,-604.90,65.00) → GW2 distance: 351.0m
Node 33 ENU(-231.47,-623.80,65.00) → GW2 distance: 371.0m
Node 34 ENU(-243.07,-642.71,65.00) → GW2 distance: 391.9m
Node 35 ENU(-254.67,-661.61,65.00) → GW2 distance: 412.8m
Node 36 ENU(-266.27,-680.51,66.00) → GW2 distance: 433.9m
Node 37 ENU(-277.87,-699.42,66.00) → GW2 distance: 455.1m
Node 38 ENU(-289.47,-718.32,66.00) → GW2 distance: 476.4m
Node 39 ENU(-301.07,-737.22,66.00) → GW2 distance: 497.8m
Node 40 ENU(-310.35,-756.13,66.00) → GW2 distance: 518.5m
Node 41 ENU(-319.63,-776.14,66.00) → GW2 distance: 540.4m
Node 42 ENU(-328.91,-796.16,66.00) → GW2 distance: 562.2m
Node 43 ENU(-338.19,-816.17,66.00) → GW2 distance: 584.1m
Node 44 ENU(-347.47,-836.19,66.00) → GW2 distance: 606.0m
Node 45 ENU(-356.75,-856.20,66.00) → GW2 distance: 627.9m
Node 46 ENU(-366.04,-876.22,66.00) → GW2 distance: 649.8m
Node 47 ENU(-376.86,-896.23,66.00) → GW2 distance: 672.2m
Node 48 ENU(-387.69,-916.25,66.00) → GW2 distance: 694.7m
Node 49 ENU(-398.52,-936.26,65.00) → GW2 distance: 717.1m
Node 50 ENU(-409.34,-956.28,65.00) → GW2 distance: 739.6m
Node 51 ENU(-420.17,-976.29,65.00) → GW2 distance: 762.1m
Node 52 ENU(-431.00,-996.31,64.00) → GW2 distance: 784.6m
Node 53 ENU(-441.83,-1016.32,64.00) → GW2 distance: 807.1m
Node 54 ENU(-452.65,-1036.34,63.00) → GW2 distance: 829.7m
Node 55 ENU(-463.48,-1056.35,63.00) → GW2 distance: 852.2m
Node 56 ENU(-474.31,-1076.37,62.00) → GW2 distance: 874.8m
Node 57 ENU(-485.13,-1096.38,62.00) → GW2 distance: 897.4m
Node 58 ENU(-495.96,-1116.40,61.00) → GW2 distance: 919.9m
Node 59 ENU(-506.79,-1136.41,60.00) → GW2 distance: 942.5m
Node 60 ENU(-517.62,-1156.43,59.00) → GW2 distance: 965.1m
Node 61 ENU(-528.44,-1176.44,58.00) → GW2 distance: 987.7m
Node 62 ENU(-539.27,-1196.46,57.00) → GW2 distance: 1010.4m
Node 63 ENU(-550.10,-1216.47,56.00) → GW2 distance: 1033.0m
Node 64 ENU(-560.92,-1236.49,55.00) → GW2 distance: 1055.6m
Node 65 ENU(-571.75,-1256.50,54.00) → GW2 distance: 1078.3m
Node 66 ENU(-582.58,-1276.52,52.00) → GW2 distance: 1100.9m
Node 67 ENU(-593.41,-1296.53,51.00) → GW2 distance: 1123.6m
Node 68 ENU(-604.23,-1316.55,50.00) → GW2 distance: 1146.2m
