gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,610.5157886065965,-1205.6467364455425,6.49969390878482,47.2924222222222,-2.17602777777778,0.0
1,955.4251772993392,-2170.694020388033,6.49969390878482,47.2924222222222,-2.17602777777778,0.0
2,163.67972386219702,-338.6054680650026,6.49969390878482,47.2924222222222,-2.17602777777778,0.0
