gateway_id,longitude,latitude,height_m
0,-2.167932761413295,47.281579580630286,6.49969390878482
1,-2.1633595018877645,47.272900701898465,6.49969390878482
2,-2.1738574980439456,47.289377070089074,6.49969390878482
