gateway_id,longitude,latitude,height_m
0,-2.1737343138544953,47.28922229933308,66.4875052061641
1,-2.1624698903285267,47.27019891101876,66.4875052061641
2,-2.16683471744697,47.27998249557524,66.4875052061641
