gateway_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,-151.14578204854678,-210.0854258449947,67.5,45.9324,6.735993,0.0
1,-676.6840751098512,-1468.9599006069136,67.5,45.9324,6.735993,0.0
2,-319.36563678426603,-842.4323492297804,67.5,45.9324,6.735993,0.0
