time_s,node_id,x_m,y_m,z_m,initial_energy_J,remaining_energy_J,consumed_energy_J,sf
3600,47,556.1517,-1063.0815,4.9923,10000,9999.519,0.481,8
3600,48,570.3382,-1087.9413,4.9972,10000,9998.998,1.002,8
3600,49,584.5247,-1112.801,4.9997,10000,9999.471,0.529,9
3600,50,597.7336,-1140.3377,4.9997,10000,9998.087,1.913,10
3600,51,609.9648,-1170.5512,4.9972,10000,9999.398,0.602,9
3600,52,622.196,-1200.7648,4.9923,10000,9998.221,1.779,10
3600,53,634.4272,-1230.9784,4.985,10000,9996.645,3.355,11
3600,54,646.6584,-1261.192,4.9752,10000,9998.626,1.374,10
3600,55,658.8896,-1291.4055,4.963,10000,9999.165,0.835,10
3600,56,671.1208,-1321.6191,4.9483,10000,9994.994,5.006,12
3600,57,683.352,-1351.8327,4.9311,10000,9999.031,0.969,10
3600,58,695.5832,-1382.0462,4.9115,10000,9999.519,0.481,8
3600,59,707.8144,-1412.2598,4.8895,10000,9998.761,1.239,10
3600,60,720.0456,-1442.4734,4.865,10000,9997.682,2.318,10
3600,61,732.2769,-1472.6869,4.8381,10000,9999.315,0.685,8
3600,62,744.5081,-1502.9005,4.8087,10000,9999.519,0.481,8
3600,63,756.7393,-1533.1141,4.7769,10000,9999.596,0.404,7
3600,64,768.9705,-1563.3277,4.7426,10000,9999.63,0.37,7
3600,65,781.2017,-1593.5412,4.7058,10000,9999.434,0.566,7
3600,66,793.4329,-1623.7548,4.6667,10000,9999.573,0.427,7
3600,67,805.6641,-1653.9684,4.625,10000,9999.654,0.346,7
3600,68,817.8953,-1684.1819,4.581,10000,9999.62,0.38,7
3600,69,830.1265,-1714.3955,4.5344,10000,9999.723,0.277,7
3600,70,842.3577,-1744.6091,4.4855,10000,9999.41,0.59,7
3600,71,854.5889,-1774.8227,4.434,10000,9999.573,0.427,7
3600,72,866.8201,-1805.0362,4.3802,10000,9999.654,0.346,7
3600,73,879.0513,-1835.2498,4.3238,10000,9999.516,0.484,7
3600,74,891.2825,-1865.4634,4.2651,10000,9999.305,0.695,7
3600,75,899.0128,-1894.7784,4.2039,10000,9999.7,0.3,7
3600,76,905.2426,-1923.7939,4.1402,10000,9999.468,0.532,7
3600,77,911.4725,-1952.8094,4.0741,10000,9999.677,0.323,7
3600,78,917.7024,-1981.8249,4.0055,10000,9999.469,0.531,7
3600,79,923.9322,-2010.8404,3.9345,10000,9999.747,0.253,7
3600,80,930.1621,-2039.856,3.861,10000,9999.747,0.253,7
3600,81,936.392,-2068.8715,3.7851,10000,9999.503,0.497,7
3600,82,942.6219,-2097.887,3.7068,10000,9999.457,0.543,7
3600,83,948.8517,-2126.9025,3.626,10000,9999.747,0.253,7
3600,84,955.0816,-2155.918,3.5427,10000,9999.342,0.658,7
3600,85,961.3115,-2184.9335,3.457,10000,9999.607,0.393,7
3600,86,967.5414,-2213.949,3.3688,10000,9999.421,0.579,7
3600,87,973.7712,-2242.9645,3.2782,10000,9999.387,0.613,7
3600,88,980.0011,-2271.98,3.1852,10000,9999.307,0.693,7
3600,89,986.231,-2300.9956,3.0897,10000,9999.723,0.277,7
3600,90,992.4609,-2330.0111,2.9917,10000,9999.7,0.3,7
3600,91,998.6907,-2359.0266,2.8913,10000,9999.423,0.577,7
3600,92,1004.9206,-2388.0421,2.7885,10000,9999.63,0.37,7
3600,93,1011.1505,-2417.0576,2.6832,10000,9999.48,0.52,7
3600,94,1017.3804,-2446.0731,2.5755,10000,9999.234,0.766,8
3600,95,1023.6102,-2475.0886,2.4653,10000,9998.221,1.779,10
3600,96,1029.8401,-2504.1041,2.3526,10000,9993.989,6.011,12
3600,97,1036.07,-2533.1196,2.2375,10000,9999.091,0.909,9
3600,98,1042.2999,-2562.1352,2.12,10000,9999.359,0.641,8
3600,99,1048.5297,-2591.1507,2,10000,9999.559,0.441,8
7200,0,0,0,2,10000,9999.016,0.984,9
7200,1,9.7172,-20.6041,2.12,10000,9996.504,3.496,9
7200,2,19.4345,-41.2083,2.2375,10000,9992.702,7.298,11
7200,3,29.1517,-61.8124,2.3526,10000,9999.199,0.801,8
7200,4,38.869,-82.4165,2.4653,10000,9998.478,1.522,8
7200,5,48.5862,-103.0207,2.5755,10000,9998.878,1.122,7
7200,6,58.3035,-123.6248,2.6832,10000,9999.307,0.693,7
7200,7,68.0207,-144.2289,2.7885,10000,9999.168,0.832,7
7200,8,77.738,-164.8331,2.8913,10000,9999.47,0.53,7
7200,9,87.4552,-185.4372,2.9917,10000,9999.261,0.739,7
7200,10,97.1725,-206.0413,3.0897,10000,9998.903,1.097,7
7200,11,106.8897,-226.6455,3.1852,10000,9999.038,0.962,8
7200,12,116.607,-247.2496,3.2782,10000,9998.878,1.122,7
7200,13,126.3242,-267.8537,3.3688,10000,9999.493,0.507,7
7200,14,136.0415,-288.4579,3.457,10000,9998.581,1.419,7
7200,15,145.7587,-309.062,3.5427,10000,9999.377,0.623,7
7200,16,155.476,-329.6661,3.626,10000,9999.331,0.669,7
7200,17,165.1932,-350.2703,3.7068,10000,9999.25,0.75,7
7200,18,174.9105,-370.8744,3.7851,10000,9999.47,0.53,7
7200,19,184.6277,-391.4785,3.861,10000,9999.145,0.855,7
7200,20,194.345,-412.0827,3.9345,10000,9998.996,1.004,7
7200,21,204.0622,-432.6868,4.0055,10000,9999.4,0.6,7
7200,22,213.7795,-453.2909,4.0741,10000,9999.227,0.773,7
7200,23,223.4967,-473.8951,4.1402,10000,9999.307,0.693,7
7200,24,233.214,-494.4992,4.2039,10000,9999.47,0.53,7
7200,25,244.0486,-516.1672,4.2651,10000,9999.053,0.947,7
7200,26,258.2351,-541.027,4.3238,10000,9998.721,1.279,7
7200,27,272.4216,-565.8867,4.3802,10000,9998.587,1.413,7
7200,28,286.6081,-590.7464,4.434,10000,9998.692,1.308,7
7200,29,300.7946,-615.6062,4.4855,10000,9999.261,0.739,7
7200,30,314.9811,-640.4659,4.5344,10000,9998.915,1.085,7
7200,31,329.1676,-665.3257,4.581,10000,9998.869,1.131,7
7200,32,343.3541,-690.1854,4.625,10000,9998.855,1.145,7
7200,33,357.5406,-715.0452,4.6667,10000,9999.123,0.877,7
7200,34,371.7271,-739.9049,4.7058,10000,9999.227,0.773,7
7200,35,385.9136,-764.7646,4.7426,10000,9998.867,1.133,7
7200,36,400.1001,-789.6244,4.7769,10000,9999.284,0.716,7
7200,37,414.2866,-814.4841,4.8087,10000,9999.238,0.762,7
7200,38,428.4731,-839.3439,4.8381,10000,9998.475,1.525,7
7200,39,442.6597,-864.2036,4.865,10000,9998.985,1.015,7
7200,40,456.8462,-889.0633,4.8895,10000,9999.134,0.866,7
7200,41,471.0327,-913.9231,4.9115,10000,9997.939,2.061,8
7200,42,485.2192,-938.7828,4.9311,10000,9998.593,1.407,8
7200,43,499.4057,-963.6426,4.9483,10000,9998.998,1.002,8
7200,44,513.5922,-988.5023,4.963,10000,9998.638,1.362,8
7200,45,527.7787,-1013.362,4.9752,10000,9999.274,0.726,7
7200,46,541.9652,-1038.2218,4.985,10000,9996.913,3.087,9
7200,47,556.1517,-1063.0815,4.9923,10000,9999.199,0.801,8
7200,48,570.3382,-1087.9413,4.9972,10000,9998.028,1.972,8
7200,49,584.5247,-1112.801,4.9997,10000,9999.016,0.984,9
7200,50,597.7336,-1140.3377,4.9997,10000,9996.308,3.692,10
7200,51,609.9648,-1170.5512,4.9972,10000,9998.427,1.573,9
7200,52,622.196,-1200.7648,4.9923,10000,9996.712,3.288,10
7200,53,634.4272,-1230.9784,4.985,10000,9994.099,5.901,11
7200,54,646.6584,-1261.192,4.9752,10000,9996.982,3.018,10
7200,55,658.8896,-1291.4055,4.963,10000,9996.748,3.252,10
7200,56,671.1208,-1321.6191,4.9483,10000,9987.368,12.632,12
7200,57,683.352,-1351.8327,4.9311,10000,9997.926,2.074,10
7200,58,695.5832,-1382.0462,4.9115,10000,9998.794,1.206,8
7200,59,707.8144,-1412.2598,4.8895,10000,9997.522,2.478,10
7200,60,720.0456,-1442.4734,4.865,10000,9995.769,4.231,10
7200,61,732.2769,-1472.6869,4.8381,10000,9998.673,1.327,8
7200,62,744.5081,-1502.9005,4.8087,10000,9998.918,1.082,8
7200,63,756.7393,-1533.1141,4.7769,10000,9999.32,0.68,7
7200,64,768.9705,-1563.3277,4.7426,10000,9999.261,0.739,7
7200,65,781.2017,-1593.5412,4.7058,10000,9998.658,1.342,7
7200,66,793.4329,-1623.7548,4.6667,10000,9999.111,0.889,7
7200,67,805.6641,-1653.9684,4.625,10000,9999.4,0.6,7
7200,68,817.8953,-1684.1819,4.581,10000,9999.343,0.657,7
7200,69,830.1265,-1714.3955,4.5344,10000,9999.331,0.669,7
7200,70,842.3577,-1744.6091,4.4855,10000,9998.764,1.236,7
7200,71,854.5889,-1774.8227,4.434,10000,9999.273,0.727,7
7200,72,866.8201,-1805.0362,4.3802,10000,9999.261,0.739,7
7200,73,879.0513,-1835.2498,4.3238,10000,9998.869,1.131,7
7200,74,891.2825,-1865.4634,4.2651,10000,9998.53,1.47,7
7200,75,899.0128,-1894.7784,4.2039,10000,9999.447,0.553,7
7200,76,905.2426,-1923.7939,4.1402,10000,9998.716,1.284,7
7200,77,911.4725,-1952.8094,4.0741,10000,9999.273,0.727,7
7200,78,917.7024,-1981.8249,4.0055,10000,9999.17,0.83,7
7200,79,923.9322,-2010.8404,3.9345,10000,9999.447,0.553,7
7200,80,930.1621,-2039.856,3.861,10000,9999.493,0.507,7
7200,81,936.392,-2068.8715,3.7851,10000,9999.1,0.9,7
7200,82,942.6219,-2097.887,3.7068,10000,9998.799,1.201,7
7200,83,948.8517,-2126.9025,3.626,10000,9999.239,0.761,7
7200,84,955.0816,-2155.918,3.5427,10000,9998.835,1.165,7
7200,85,961.3115,-2184.9335,3.457,10000,9999.261,0.739,7
7200,86,967.5414,-2213.949,3.3688,10000,9998.936,1.064,7
7200,87,973.7712,-2242.9645,3.2782,10000,9998.751,1.249,7
7200,88,980.0011,-2271.98,3.1852,10000,9998.545,1.455,7
7200,89,986.231,-2300.9956,3.0897,10000,9999.4,0.6,7
7200,90,992.4609,-2330.0111,2.9917,10000,9999.424,0.576,7
7200,91,998.6907,-2359.0266,2.8913,10000,9999.1,0.9,7
7200,92,1004.9206,-2388.0421,2.7885,10000,9998.971,1.029,7
7200,93,1011.1505,-2417.0576,2.6832,10000,9999.087,0.913,7
7200,94,1017.3804,-2446.0731,2.5755,10000,9998.269,1.731,8
7200,95,1023.6102,-2475.0886,2.4653,10000,9996.847,3.153,10
7200,96,1029.8401,-2504.1041,2.3526,10000,9986.398,13.602,12
7200,97,1036.07,-2533.1196,2.2375,10000,9998.224,1.776,9
7200,98,1042.2999,-2562.1352,2.12,10000,9998.678,1.322,8
7200,99,1048.5297,-2591.1507,2,10000,9998.918,1.082,8
10800,0,0,0,2,10000,9998.266,1.734,9
10800,1,9.7172,-20.6041,2.12,10000,9995.088,4.912,9
10800,2,19.4345,-41.2083,2.2375,10000,9989.898,10.102,11
10800,3,29.1517,-61.8124,2.3526,10000,9998.758,1.242,8
10800,4,38.869,-82.4165,2.4653,10000,9997.596,2.404,8
10800,5,48.5862,-103.0207,2.5755,10000,9998.439,1.561,7
10800,6,58.3035,-123.6248,2.6832,10000,9998.568,1.432,7
10800,7,68.0207,-144.2289,2.7885,10000,9998.891,1.109,7
10800,8,77.738,-164.8331,2.8913,10000,9999.066,0.934,7
10800,9,87.4552,-185.4372,2.9917,10000,9998.822,1.178,7
10800,10,97.1725,-206.0413,3.0897,10000,9998.499,1.501,7
10800,11,106.8897,-226.6455,3.1852,10000,9998.638,1.362,8
10800,12,116.607,-247.2496,3.2782,10000,9998.265,1.735,7
10800,13,126.3242,-267.8537,3.3688,10000,9999.194,0.806,7
10800,14,136.0415,-288.4579,3.457,10000,9998.258,1.742,7
10800,15,145.7587,-309.062,3.5427,10000,9999.077,0.923,7
10800,16,155.476,-329.6661,3.626,10000,9999.008,0.992,7
10800,17,165.1932,-350.2703,3.7068,10000,9998.87,1.13,7
10800,18,174.9105,-370.8744,3.7851,10000,9999.194,0.806,7
10800,19,184.6277,-391.4785,3.861,10000,9998.613,1.387,7
10800,20,194.345,-412.0827,3.9345,10000,9998.487,1.513,7
10800,21,204.0622,-432.6868,4.0055,10000,9998.984,1.016,7
10800,22,213.7795,-453.2909,4.0741,10000,9998.834,1.166,7
10800,23,223.4967,-473.8951,4.1402,10000,9998.961,1.039,7
10800,24,233.214,-494.4992,4.2039,10000,9999.194,0.806,7
10800,25,244.0486,-516.1672,4.2651,10000,9998.684,1.316,7
10800,26,258.2351,-541.027,4.3238,10000,9997.959,2.041,7
10800,27,272.4216,-565.8867,4.3802,10000,9997.824,2.176,7
10800,28,286.6081,-590.7464,4.434,10000,9997.928,2.072,7
10800,29,300.7946,-615.6062,4.4855,10000,9998.868,1.132,7
10800,30,314.9811,-640.4659,4.5344,10000,9998.281,1.719,7
10800,31,329.1676,-665.3257,4.581,10000,9998.292,1.708,7
10800,32,343.3541,-690.1854,4.625,10000,9998.323,1.677,7
10800,33,357.5406,-715.0452,4.6667,10000,9998.673,1.327,7
10800,34,371.7271,-739.9049,4.7058,10000,9998.881,1.119,7
10800,35,385.9136,-764.7646,4.7426,10000,9998.278,1.722,7
10800,36,400.1001,-789.6244,4.7769,10000,9998.938,1.062,7
10800,37,414.2866,-814.4841,4.8087,10000,9998.568,1.432,7
10800,38,428.4731,-839.3439,4.8381,10000,9997.794,2.206,7
10800,39,442.6597,-864.2036,4.865,10000,9998.408,1.592,7
10800,40,456.8462,-889.0633,4.8895,10000,9998.648,1.352,7
10800,41,471.0327,-913.9231,4.9115,10000,9996.978,3.022,8
10800,42,485.2192,-938.7828,4.9311,10000,9998.153,1.847,8
10800,43,499.4057,-963.6426,4.9483,10000,9998.393,1.607,8
10800,44,513.5922,-988.5023,4.963,10000,9998.032,1.968,8
10800,45,527.7787,-1013.362,4.9752,10000,9998.868,1.132,7
10800,46,541.9652,-1038.2218,4.985,10000,9995.388,4.612,9
10800,47,556.1517,-1063.0815,4.9923,10000,9998.518,1.482,8
10800,48,570.3382,-1087.9413,4.9972,10000,9996.982,3.018,8
10800,49,584.5247,-1112.801,4.9997,10000,9998.119,1.881,9
10800,50,597.7336,-1140.3377,4.9997,10000,9994.799,5.201,10
10800,51,609.9648,-1170.5512,4.9972,10000,9997.824,2.176,9
10800,52,622.196,-1200.7648,4.9923,10000,9994.394,5.606,10
10800,53,634.4272,-1230.9784,4.985,10000,9991.589,8.411,11
10800,54,646.6584,-1261.192,4.9752,10000,9995.608,4.392,10
10800,55,658.8896,-1291.4055,4.963,10000,9995.913,4.087,10
10800,56,671.1208,-1321.6191,4.9483,10000,9981.824,18.176,12
10800,57,683.352,-1351.8327,4.9311,10000,9996.183,3.817,10
10800,58,695.5832,-1382.0462,4.9115,10000,9998.233,1.767,8
10800,59,707.8144,-1412.2598,4.8895,10000,9996.282,3.718,10
10800,60,720.0456,-1442.4734,4.865,10000,9992.677,7.323,10
10800,61,732.2769,-1472.6869,4.8381,10000,9998.153,1.847,8
10800,62,744.5081,-1502.9005,4.8087,10000,9998.197,1.803,8
10800,63,756.7393,-1533.1141,4.7769,10000,9999.02,0.98,7
10800,64,768.9705,-1563.3277,4.7426,10000,9998.891,1.109,7
10800,65,781.2017,-1593.5412,4.7058,10000,9998.058,1.942,7
10800,66,793.4329,-1623.7548,4.6667,10000,9998.625,1.375,7
10800,67,805.6641,-1653.9684,4.625,10000,9998.927,1.073,7
10800,68,817.8953,-1684.1819,4.581,10000,9999.066,0.934,7
10800,69,830.1265,-1714.3955,4.5344,10000,9999.054,0.946,7
10800,70,842.3577,-1744.6091,4.4855,10000,9998.093,1.907,7
10800,71,854.5889,-1774.8227,4.434,10000,9998.927,1.073,7
10800,72,866.8201,-1805.0362,4.3802,10000,9998.868,1.132,7
10800,73,879.0513,-1835.2498,4.3238,10000,9998.222,1.778,7
10800,74,891.2825,-1865.4634,4.2651,10000,9997.708,2.292,7
10800,75,899.0128,-1894.7784,4.2039,10000,9999.066,0.934,7
10800,76,905.2426,-1923.7939,4.1402,10000,9998.23,1.77,7
10800,77,911.4725,-1952.8094,4.0741,10000,9998.811,1.189,7
10800,78,917.7024,-1981.8249,4.0055,10000,9998.719,1.281,7
10800,79,923.9322,-2010.8404,3.9345,10000,9999.194,0.806,7
10800,80,930.1621,-2039.856,3.861,10000,9999.24,0.76,7
10800,81,936.392,-2068.8715,3.7851,10000,9998.569,1.431,7
10800,82,942.6219,-2097.887,3.7068,10000,9998.093,1.907,7
10800,83,948.8517,-2126.9025,3.626,10000,9998.823,1.177,7
10800,84,955.0816,-2155.918,3.5427,10000,9998.304,1.696,7
10800,85,961.3115,-2184.9335,3.457,10000,9999.008,0.992,7
10800,86,967.5414,-2213.949,3.3688,10000,9998.38,1.62,7
10800,87,973.7712,-2242.9645,3.2782,10000,9998.128,1.872,7
10800,88,980.0011,-2271.98,3.1852,10000,9997.852,2.148,7
10800,89,986.231,-2300.9956,3.0897,10000,9999.054,0.946,7
10800,90,992.4609,-2330.0111,2.9917,10000,9999.043,0.957,7
10800,91,998.6907,-2359.0266,2.8913,10000,9998.499,1.501,7
10800,92,1004.9206,-2388.0421,2.7885,10000,9998.392,1.608,7
10800,93,1011.1505,-2417.0576,2.6832,10000,9998.661,1.339,7
10800,94,1017.3804,-2446.0731,2.5755,10000,9997.463,2.537,8
10800,95,1023.6102,-2475.0886,2.4653,10000,9995.374,4.626,10
10800,96,1029.8401,-2504.1041,2.3526,10000,9978.233,21.767,12
10800,97,1036.07,-2533.1196,2.2375,10000,9996.878,3.122,9
10800,98,1042.2999,-2562.1352,2.12,10000,9997.596,2.404,8
10800,99,1048.5297,-2591.1507,2,10000,9998.237,1.763,8
14400,0,0,0,2,10000,9997.768,2.232,9
14400,1,9.7172,-20.6041,2.12,10000,9993.411,6.589,9
14400,2,19.4345,-41.2083,2.2375,10000,9986.249,13.751,11
14400,3,29.1517,-61.8124,2.3526,10000,9998.277,1.723,8
14400,4,38.869,-82.4165,2.4653,10000,9996.626,3.374,8
14400,5,48.5862,-103.0207,2.5755,10000,9998,2,7
14400,6,58.3035,-123.6248,2.6832,10000,9998.221,1.779,7
14400,7,68.0207,-144.2289,2.7885,10000,9998.336,1.664,7
14400,8,77.738,-164.8331,2.8913,10000,9998.743,1.257,7
14400,9,87.4552,-185.4372,2.9917,10000,9998.475,1.525,7
14400,10,97.1725,-206.0413,3.0897,10000,9997.933,2.067,7
14400,11,106.8897,-226.6455,3.1852,10000,9998.077,1.923,8
14400,12,116.607,-247.2496,3.2782,10000,9997.78,2.22,7
14400,13,126.3242,-267.8537,3.3688,10000,9998.94,1.06,7
14400,14,136.0415,-288.4579,3.457,10000,9997.53,2.47,7
14400,15,145.7587,-309.062,3.5427,10000,9998.731,1.269,7
14400,16,155.476,-329.6661,3.626,10000,9998.731,1.269,7
14400,17,165.1932,-350.2703,3.7068,10000,9998.616,1.384,7
14400,18,174.9105,-370.8744,3.7851,10000,9998.94,1.06,7
14400,19,184.6277,-391.4785,3.861,10000,9998.266,1.734,7
14400,20,194.345,-412.0827,3.9345,10000,9998.234,1.766,7
14400,21,204.0622,-432.6868,4.0055,10000,9998.568,1.432,7
14400,22,213.7795,-453.2909,4.0741,10000,9998.384,1.616,7
14400,23,223.4967,-473.8951,4.1402,10000,9998.488,1.512,7
14400,24,233.214,-494.4992,4.2039,10000,9998.79,1.21,7
14400,25,244.0486,-516.1672,4.2651,10000,9998.407,1.593,7
14400,26,258.2351,-541.027,4.3238,10000,9997.197,2.803,7
14400,27,272.4216,-565.8867,4.3802,10000,9997.199,2.801,7
14400,28,286.6081,-590.7464,4.434,10000,9997.315,2.685,7
14400,29,300.7946,-615.6062,4.4855,10000,9998.289,1.711,7
14400,30,314.9811,-640.4659,4.5344,10000,9997.704,2.296,7
14400,31,329.1676,-665.3257,4.581,10000,9997.645,2.355,7
14400,32,343.3541,-690.1854,4.625,10000,9997.791,2.209,7
14400,33,357.5406,-715.0452,4.6667,10000,9998.119,1.881,7
14400,34,371.7271,-739.9049,4.7058,10000,9998.511,1.489,7
14400,35,385.9136,-764.7646,4.7426,10000,9997.584,2.416,7
14400,36,400.1001,-789.6244,4.7769,10000,9998.592,1.408,7
14400,37,414.2866,-814.4841,4.8087,10000,9998.128,1.872,7
14400,38,428.4731,-839.3439,4.8381,10000,9997.147,2.853,7
14400,39,442.6597,-864.2036,4.865,10000,9997.992,2.008,7
14400,40,456.8462,-889.0633,4.8895,10000,9998.302,1.698,7
14400,41,471.0327,-913.9231,4.9115,10000,9996.096,3.904,8
14400,42,485.2192,-938.7828,4.9311,10000,9997.552,2.448,8
14400,43,499.4057,-963.6426,4.9483,10000,9997.552,2.448,8
14400,44,513.5922,-988.5023,4.963,10000,9997.591,2.409,8
14400,45,527.7787,-1013.362,4.9752,10000,9998.395,1.605,7
14400,46,541.9652,-1038.2218,4.985,10000,9993.785,6.215,9
14400,47,556.1517,-1063.0815,4.9923,10000,9998.157,1.843,8
14400,48,570.3382,-1087.9413,4.9972,10000,9996.012,3.988,8
14400,49,584.5247,-1112.801,4.9997,10000,9997.443,2.557,9
14400,50,597.7336,-1140.3377,4.9997,10000,9992.616,7.384,10
14400,51,609.9648,-1170.5512,4.9972,10000,9997.369,2.631,9
14400,52,622.196,-1200.7648,4.9923,10000,9992.886,7.114,10
14400,53,634.4272,-1230.9784,4.985,10000,9988.198,11.802,11
14400,54,646.6584,-1261.192,4.9752,10000,9994.099,5.901,10
14400,55,658.8896,-1291.4055,4.963,10000,9995.079,4.921,10
14400,56,671.1208,-1321.6191,4.9483,10000,9974.197,25.803,12
14400,57,683.352,-1351.8327,4.9311,10000,9995.214,4.786,10
14400,58,695.5832,-1382.0462,4.9115,10000,9997.552,2.448,8
14400,59,707.8144,-1412.2598,4.8895,10000,9994.908,5.092,10
14400,60,720.0456,-1442.4734,4.865,10000,9989.586,10.414,10
14400,61,732.2769,-1472.6869,4.8381,10000,9997.587,2.413,8
14400,62,744.5081,-1502.9005,4.8087,10000,9997.596,2.404,8
14400,63,756.7393,-1533.1141,4.7769,10000,9998.65,1.35,7
14400,64,768.9705,-1563.3277,4.7426,10000,9998.498,1.502,7
14400,65,781.2017,-1593.5412,4.7058,10000,9997.282,2.718,7
14400,66,793.4329,-1623.7548,4.6667,10000,9998.152,1.848,7
14400,67,805.6641,-1653.9684,4.625,10000,9998.604,1.396,7
14400,68,817.8953,-1684.1819,4.581,10000,9998.674,1.326,7
14400,69,830.1265,-1714.3955,4.5344,10000,9998.801,1.199,7
14400,70,842.3577,-1744.6091,4.4855,10000,9997.527,2.473,7
14400,71,854.5889,-1774.8227,4.434,10000,9998.581,1.419,7
14400,72,866.8201,-1805.0362,4.3802,10000,9998.314,1.686,7
14400,73,879.0513,-1835.2498,4.3238,10000,9997.576,2.424,7
14400,74,891.2825,-1865.4634,4.2651,10000,9997.107,2.893,7
14400,75,899.0128,-1894.7784,4.2039,10000,9998.813,1.187,7
14400,76,905.2426,-1923.7939,4.1402,10000,9997.594,2.406,7
14400,77,911.4725,-1952.8094,4.0741,10000,9998.28,1.72,7
14400,78,917.7024,-1981.8249,4.0055,10000,9998.443,1.557,7
14400,79,923.9322,-2010.8404,3.9345,10000,9998.894,1.106,7
14400,80,930.1621,-2039.856,3.861,10000,9998.963,1.037,7
14400,81,936.392,-2068.8715,3.7851,10000,9998.293,1.707,7
14400,82,942.6219,-2097.887,3.7068,10000,9997.4,2.6,7
14400,83,948.8517,-2126.9025,3.626,10000,9998.57,1.43,7
14400,84,955.0816,-2155.918,3.5427,10000,9997.924,2.076,7
14400,85,961.3115,-2184.9335,3.457,10000,9998.685,1.315,7
14400,86,967.5414,-2213.949,3.3688,10000,9997.778,2.222,7
14400,87,973.7712,-2242.9645,3.2782,10000,9997.377,2.623,7
14400,88,980.0011,-2271.98,3.1852,10000,9997.09,2.91,7
14400,89,986.231,-2300.9956,3.0897,10000,9998.661,1.339,7
14400,90,992.4609,-2330.0111,2.9917,10000,9998.79,1.21,7
14400,91,998.6907,-2359.0266,2.8913,10000,9998.107,1.893,7
14400,92,1004.9206,-2388.0421,2.7885,10000,9997.617,2.383,7
14400,93,1011.1505,-2417.0576,2.6832,10000,9998.245,1.755,7
14400,94,1017.3804,-2446.0731,2.5755,10000,9996.501,3.499,8
14400,95,1023.6102,-2475.0886,2.4653,10000,9994.099,5.901,10
