node_id,x_enu_m,y_enu_m,z_enu_m,origin_lat,origin_lon,origin_height
0,0.0,0.0,2.0,47.2924222222222,-2.17602777777778,0.0
1,9.717249475998615,-20.604132868440317,2.11998775635139,47.2924222222222,-2.17602777777778,0.0
2,19.43449895199723,-41.20826573758796,2.23752678298133,47.2924222222222,-2.17602777777778,0.0
3,29.151748427965863,-61.812398617345444,2.35261707988981,47.2924222222222,-2.17602777777778,0.0
4,38.86899790399446,-82.41653148578575,2.46525864707683,47.2924222222222,-2.17602777777778,0.0
5,48.58624738077267,-103.0206643549334,2.57545148454239,47.2924222222222,-2.17602777777778,0.0
6,58.30349685677129,-123.62479723398356,2.6831955922865,47.2924222222222,-2.17602777777778,0.0
7,68.02074633273992,-144.2289301031312,2.78849097030915,47.2924222222222,-2.17602777777778,0.0
8,77.73799580873853,-164.8330629715715,2.89133761861035,47.2924222222222,-2.17602777777778,0.0
9,87.45524528473715,-185.43719584071917,2.99173553719008,47.2924222222222,-2.17602777777778,0.0
10,97.17249476076574,-206.04132871976933,3.08968472604836,47.2924222222222,-2.17602777777778,0.0
11,106.88974423676437,-226.64546158891696,3.18518518518519,47.2924222222222,-2.17602777777778,0.0
12,116.60699371276299,-247.2495944573573,3.27823691460055,47.2924222222222,-2.17602777777778,0.0
13,126.32424318876159,-267.8537273371148,3.36883991429446,47.2924222222222,-2.17602777777778,0.0
14,136.0414926647902,-288.4578602055551,3.45699418426691,47.2924222222222,-2.17602777777778,0.0
15,145.7587421407588,-309.06199307470274,3.54269972451791,47.2924222222222,-2.17602777777778,0.0
16,155.47599161675745,-329.6661259537529,3.62595653504744,47.2924222222222,-2.17602777777778,0.0
17,165.19324109275607,-350.27025882290053,3.70676461585552,47.2924222222222,-2.17602777777778,0.0
18,174.91049056875468,-370.87439169134086,3.78512396694215,47.2924222222222,-2.17602777777778,0.0
19,184.62774004478328,-391.4785245710983,3.86103458830732,47.2924222222222,-2.17602777777778,0.0
20,194.3449895215015,-412.08265743953865,3.93449647995103,47.2924222222222,-2.17602777777778,0.0
21,204.06223899753013,-432.6867903086863,4.00550964187328,47.2924222222222,-2.17602777777778,0.0
22,213.77948847352874,-453.29092318773644,4.07407407407407,47.2924222222222,-2.17602777777778,0.0
23,223.49673794952733,-473.8950560568841,4.14018977655341,47.2924222222222,-2.17602777777778,0.0
24,233.21398742552597,-494.4991889253244,4.2038567493113,47.2924222222222,-2.17602777777778,0.0
25,244.04855130086253,-516.1672238775242,4.26507499234772,47.2924222222222,-2.17602777777778,0.0
26,258.2350583756523,-541.0269650456364,4.32384450566269,47.2924222222222,-2.17602777777778,0.0
27,272.421565450442,-565.8867062250657,4.3801652892562,47.2924222222222,-2.17602777777778,0.0
28,286.60807252526166,-590.7464474037878,4.43403734312825,47.2924222222222,-2.17602777777778,0.0
29,300.7945796000514,-615.6061885719,4.48546066727885,47.2924222222222,-2.17602777777778,0.0
30,314.9810866748411,-640.4659297513293,4.53443526170799,47.2924222222222,-2.17602777777778,0.0
31,329.1675937496608,-665.3256709307586,4.58096112641567,47.2924222222222,-2.17602777777778,0.0
32,343.3541008244205,-690.1854121094807,4.6250382614019,47.2924222222222,-2.17602777777778,0.0
33,357.5406078992403,-715.0451532768856,4.66666666666667,47.2924222222222,-2.17602777777778,0.0
34,371.72711497406,-739.9048944570222,4.70584634220998,47.2924222222222,-2.17602777777778,0.0
35,385.9136220488497,-764.7646356357443,4.74257728803183,47.2924222222222,-2.17602777777778,0.0
36,400.10012912363936,-789.6243768038564,4.77685950413223,47.2924222222222,-2.17602777777778,0.0
37,414.28663619845906,-814.4841179825785,4.80869299051117,47.2924222222222,-2.17602777777778,0.0
38,428.4731432732488,-839.3438591627151,4.83807774716866,47.2924222222222,-2.17602777777778,0.0
39,442.65965034803855,-864.20360033012,4.86501377410468,47.2924222222222,-2.17602777777778,0.0
40,456.84615742285825,-889.0633415095493,4.88950107131925,47.2924222222222,-2.17602777777778,0.0
41,471.03266449764794,-913.9230826882714,4.91153963881237,47.2924222222222,-2.17602777777778,0.0
42,485.21917157243763,-938.7828238570909,4.93112947658402,47.2924222222222,-2.17602777777778,0.0
43,499.4056786472274,-963.6425650358129,4.94827058463422,47.2924222222222,-2.17602777777778,0.0
44,513.592185722047,-988.5023062152422,4.96296296296296,47.2924222222222,-2.17602777777778,0.0
45,527.7786927968368,-1013.3620473939643,4.97520661157025,47.2924222222222,-2.17602777777778,0.0
46,541.9651998716265,-1038.2217885627838,4.98500153045608,47.2924222222222,-2.17602777777778,0.0
47,556.1517069464462,-1063.0815297415058,4.99234771962045,47.2924222222222,-2.17602777777778,0.0
48,570.3382140212359,-1087.9412709209353,4.99724517906336,47.2924222222222,-2.17602777777778,0.0
49,584.5247210960257,-1112.8010120890474,4.99969390878482,47.2924222222222,-2.17602777777778,0.0
50,597.7335780713084,-1140.337668172088,4.99969390878482,47.2924222222222,-2.17602777777778,0.0
51,609.9647849463647,-1170.5512391467148,4.99724517906336,47.2924222222222,-2.17602777777778,0.0
52,622.1959918221705,-1200.7648101220493,4.99234771962045,47.2924222222222,-2.17602777777778,0.0
53,634.4271986972268,-1230.9783810973836,4.98500153045608,47.2924222222222,-2.17602777777778,0.0
54,646.6584055722531,-1261.191952072718,4.97520661157025,47.2924222222222,-2.17602777777778,0.0
55,658.889612448059,-1291.4055230593697,4.96296296296296,47.2924222222222,-2.17602777777778,0.0
56,671.1208193230851,-1321.619094034704,4.94827058463422,47.2924222222222,-2.17602777777778,0.0
57,683.352026198891,-1351.8326650100385,4.93112947658402,47.2924222222222,-2.17602777777778,0.0
58,695.5832330739173,-1382.0462359853727,4.91153963881237,47.2924222222222,-2.17602777777778,0.0
59,707.8144399489736,-1412.2598069607072,4.88950107131925,47.2924222222222,-2.17602777777778,0.0
60,720.0456468247494,-1442.4733779353342,4.86501377410468,47.2924222222222,-2.17602777777778,0.0
61,732.2768536998057,-1472.6869489219857,4.83807774716866,47.2924222222222,-2.17602777777778,0.0
62,744.5080605756116,-1502.9005198973202,4.80869299051117,47.2924222222222,-2.17602777777778,0.0
63,756.7392674506677,-1533.1140908719474,4.77685950413223,47.2924222222222,-2.17602777777778,0.0
64,768.9704743256641,-1563.3276618472817,4.74257728803183,47.2924222222222,-2.17602777777778,0.0
65,781.2016812014998,-1593.5412328226162,4.70584634220998,47.2924222222222,-2.17602777777778,0.0
66,793.4328880765261,-1623.7548037979504,4.66666666666667,47.2924222222222,-2.17602777777778,0.0
67,805.664094952332,-1653.968374784602,4.6250382614019,47.2924222222222,-2.17602777777778,0.0
68,817.8953018273583,-1684.1819457599363,4.58096112641567,47.2924222222222,-2.17602777777778,0.0
69,830.1265087024145,-1714.3955167352708,4.53443526170799,47.2924222222222,-2.17602777777778,0.0
70,842.3577155781904,-1744.609087710605,4.48546066727885,47.2924222222222,-2.17602777777778,0.0
71,854.5889224532466,-1774.8226586852322,4.43403734312825,47.2924222222222,-2.17602777777778,0.0
72,866.8201293290525,-1805.0362296718838,4.3801652892562,47.2924222222222,-2.17602777777778,0.0
73,879.0513362040787,-1835.2498006472183,4.32384450566269,47.2924222222222,-2.17602777777778,0.0
74,891.2825430791049,-1865.4633716225526,4.26507499234772,47.2924222222222,-2.17602777777778,0.0
75,899.0127504698517,-1894.7783977334745,4.20385674931129,47.2924222222222,-2.17602777777778,0.0
76,905.2426246985924,-1923.7939089016165,4.14018977655341,47.2924222222222,-2.17602777777778,0.0
77,911.4724989266133,-1952.8094200584417,4.07407407407407,47.2924222222222,-2.17602777777778,0.0
